step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
838,CASH_OUT,5068.55,C752078469,85881.58,80813.03,M674709137,60903.29,65971.84,0,0
839,DEBIT,6548.65,C188793860,40820.36,34271.71,M631077661,37620.41,44169.06,0,0
840,DEBIT,2102.49,C158294287,55604.67,53502.17,M221986421,2631.33,4733.82,0,0
841,PAYMENT,359.0,C865070886,54741.48,54382.48,M147581072,55644.8,56003.8,0,0
842,DEBIT,3200.33,C754390836,99454.8,96254.47,M981280180,11346.07,14546.41,0,0
843,CASH_IN,1910.18,C172476220,85834.55,83924.38,M307612615,6170.56,8080.74,0,0
844,DEBIT,1081.05,C146831238,11455.35,10374.29,M505869847,6896.53,7977.58,0,0
845,DEBIT,729.96,C174282760,75652.81,74922.85,M815211096,8249.0,8978.95,0,0
846,CASH_OUT,447.31,C741963277,14006.75,13559.45,M800252696,77733.1,78180.41,0,0
847,CASH_OUT,2619.64,C730478998,86373.51,83753.87,M370718739,54687.47,57307.12,0,0
848,PAYMENT,152.49,C485189397,42387.04,42234.56,M774112706,15762.83,15915.32,0,0
849,TRANSFER,5344.6,C885461729,44638.65,39294.05,M438731991,98997.38,104341.98,0,0
850,CASH_OUT,3487.27,C540409803,70604.37,67117.1,M782653399,99774.47,103261.74,0,0
851,PAYMENT,1453.72,C515549021,95007.02,93553.3,M844338744,72066.62,73520.34,0,0
852,CASH_OUT,2660.84,C506898085,51143.64,48482.8,M667677630,7659.52,10320.36,0,0
853,PAYMENT,690.44,C395895972,18794.34,18103.9,M789790264,73859.69,74550.13,0,0
854,TRANSFER,379.04,C557270347,1664.6,1285.56,M761114379,74296.87,74675.91,0,0
855,CASH_IN,3738.04,C647863134,50129.37,46391.32,M236308365,14229.43,17967.47,0,0
856,DEBIT,4108.85,C892020380,20413.77,16304.92,M464963835,12819.12,16927.97,0,0
857,CASH_OUT,255.31,C855271927,45907.03,45651.71,M739302965,69362.67,69617.99,0,0
858,CASH_OUT,21.59,C288482946,18458.04,18436.45,M878768660,8434.14,8455.73,0,0
859,TRANSFER,4820.56,C142075751,43971.34,39150.78,M204519112,75511.57,80332.13,0,0
860,TRANSFER,540.9,C398898668,41391.58,40850.69,M884710467,53339.44,53880.34,0,0
861,TRANSFER,69.09,C788400891,73255.36,73186.27,M270473571,35199.12,35268.21,0,0
862,PAYMENT,1873.93,C840051009,65027.49,63153.56,M890020497,10782.36,12656.29,0,0
863,TRANSFER,1086.75,C555732740,59345.95,58259.2,M853388625,92274.7,93361.45,0,0
864,CASH_IN,548.99,C312902126,23336.49,22787.5,M385084049,1195.81,1744.8,0,0
865,TRANSFER,421.26,C380888025,39763.56,39342.3,M665347863,37609.14,38030.4,0,0
866,CASH_OUT,1971.07,C541347863,22114.5,20143.43,M212367374,98143.35,100114.42,0,0
867,CASH_IN,512.54,C108130562,6804.8,6292.26,M305269544,25395.26,25907.79,0,0
868,TRANSFER,767.17,C395889094,27993.9,27226.73,M752366954,9188.31,9955.48,0,0
869,PAYMENT,3131.85,C223783944,62860.61,59728.76,M931559001,48438.51,51570.36,0,0
870,PAYMENT,2933.34,C509804851,38813.18,35879.84,M608681316,80793.01,83726.35,0,0
871,CASH_IN,691.47,C663417037,65165.28,64473.8,M409453696,35720.94,36412.41,0,0
872,CASH_IN,1024.94,C598999174,22750.82,21725.87,M423031269,60079.71,61104.66,0,0
873,PAYMENT,2168.99,C975524329,35741.68,33572.69,M464261164,19521.0,21689.99,0,0
874,PAYMENT,1864.28,C590391610,95883.09,94018.81,M889032393,79624.74,81489.02,0,0
875,PAYMENT,217.11,C626640664,20506.93,20289.82,M880875486,10870.22,11087.33,0,0
876,DEBIT,1935.26,C702309352,89313.32,87378.05,M154777388,85917.26,87852.52,0,0
877,TRANSFER,4885.43,C322385690,40778.51,35893.08,M953947220,57538.21,62423.63,0,0
878,PAYMENT,7750.06,C109380658,16732.49,8982.43,M685830877,87471.54,95221.6,0,0
879,PAYMENT,55.83,C921552226,9014.52,8958.69,M593610896,34618.54,34674.37,0,0
880,DEBIT,365.64,C380525125,44693.06,44327.42,M835165383,61215.88,61581.52,0,0
881,PAYMENT,74.2,C644843191,16110.07,16035.86,M716748451,42856.4,42930.61,0,0
882,DEBIT,5432.35,C596679256,45469.81,40037.47,M321001127,1013.09,6445.44,0,0
883,CASH_OUT,604.62,C862487691,46002.85,45398.24,M112017460,40991.31,41595.93,0,0
884,TRANSFER,537.49,C251278176,95581.99,95044.5,M266156604,79779.8,80317.28,0,0
885,PAYMENT,193.36,C428010816,79792.63,79599.27,M827493272,88112.59,88305.95,0,0
886,CASH_OUT,73.21,C375133966,92446.87,92373.66,M200536083,14956.13,15029.34,0,0
887,CASH_IN,2734.26,C661002718,50185.0,47450.74,M353244187,18769.08,21503.34,0,0
888,DEBIT,737.58,C265254294,99518.33,98780.75,M315184794,13730.22,14467.8,0,0
889,PAYMENT,1367.32,C235411267,77816.05,76448.73,M473182024,91357.52,92724.84,0,0
890,DEBIT,381.96,C105832474,42334.9,41952.94,M492219635,87744.54,88126.5,0,0
891,PAYMENT,6159.18,C309347782,11176.96,5017.78,M229977119,48930.7,55089.88,0,0
892,DEBIT,876.22,C884007236,34489.47,33613.25,M892490764,79918.29,80794.51,0,0
893,DEBIT,1691.8,C510289818,47671.34,45979.54,M170370836,24717.9,26409.71,0,0
894,TRANSFER,2472.71,C778352250,39.57,0.0,M641657455,54204.66,56677.38,0,0
895,TRANSFER,1133.71,C224626320,21959.19,20825.48,M586415767,16327.77,17461.48,0,0
896,DEBIT,4595.47,C220521603,24733.13,20137.66,M280619530,5165.58,9761.05,0,0
897,PAYMENT,2860.36,C283761698,58187.53,55327.17,M285344516,40687.34,43547.69,0,0
898,DEBIT,375.85,C636375304,56321.13,55945.29,M819665570,66969.74,67345.58,0,0
899,CASH_OUT,1957.24,C269861727,53908.53,51951.28,M613324122,56292.7,58249.94,0,0
900,CASH_IN,4854.45,C510679736,67442.03,62587.58,M604108794,82027.36,86881.81,0,0
901,CASH_OUT,1401.34,C729047430,70136.86,68735.52,M947347098,58793.12,60194.46,0,0
902,CASH_IN,535.92,C769620202,97054.76,96518.84,M511565737,28482.43,29018.35,0,0
903,TRANSFER,4888.19,C853363080,63323.23,58435.04,M808772681,75007.51,79895.7,0,0
904,CASH_OUT,3831.11,C515775655,24999.5,21168.4,M277233729,8383.24,12214.35,0,0
905,CASH_OUT,563.49,C957143402,88228.85,87665.36,M989452944,50437.35,51000.84,0,0
906,PAYMENT,1210.35,C294441764,60627.72,59417.38,M163225248,33287.7,34498.05,0,0
907,DEBIT,282.56,C507881859,93729.56,93447.0,M569633451,45419.17,45701.73,0,0
908,CASH_OUT,1063.27,C673264905,49314.84,48251.57,M256861351,57004.99,58068.26,0,0
909,CASH_OUT,299.33,C614215712,79171.21,78871.87,M427516980,93008.11,93307.45,0,0
910,CASH_IN,3056.62,C563131999,20564.03,17507.42,M778480831,82410.53,85467.15,0,0
911,CASH_IN,183.42,C615772914,32201.38,32017.97,M319226660,53870.01,54053.43,0,0
912,CASH_OUT,119.76,C347327849,12148.33,12028.56,M434860061,75497.32,75617.09,0,0
913,TRANSFER,4753.76,C248212418,43255.36,38501.6,M464795823,45967.78,50721.54,0,0
914,DEBIT,2101.02,C557568880,13842.69,11741.68,M865720987,17375.19,19476.21,0,0
915,CASH_OUT,74.78,C658556140,63275.57,63200.79,M296981466,29515.21,29589.98,0,0
916,CASH_OUT,296.57,C171180777,95579.93,95283.36,M934111623,19922.38,20218.95,0,0
917,PAYMENT,3480.99,C312016458,21879.61,18398.62,M146384019,26170.36,29651.35,0,0
918,CASH_IN,2476.13,C409396010,6656.91,4180.78,M175868533,66392.06,68868.19,0,0
919,DEBIT,3782.24,C104985412,32511.5,28729.26,M939403007,26150.4,29932.64,0,0
920,CASH_IN,8452.91,C434828787,25230.95,16778.05,M333444416,51297.46,59750.37,0,0
921,TRANSFER,4013.36,C787198654,18070.26,14056.9,M102385200,38144.86,42158.21,0,0
922,PAYMENT,158.56,C749243136,49387.37,49228.81,M932313380,9593.29,9751.85,0,0
923,TRANSFER,275.45,C880932874,70013.76,69738.31,M479563405,98284.95,98560.4,0,0
924,DEBIT,1635.49,C678067720,52949.1,51313.6,M334141898,13923.66,15559.15,0,0
925,CASH_OUT,1425.86,C709836999,19496.57,18070.72,M616827110,66160.66,67586.51,0,0
926,DEBIT,3012.06,C806996346,49579.25,46567.19,M185270564,74261.71,77273.77,0,0
927,TRANSFER,163.94,C539173312,92152.71,91988.77,M562407510,88277.85,88441.79,0,0
928,PAYMENT,420.65,C559745777,80701.7,80281.05,M176279004,19382.95,19803.59,0,0
929,CASH_IN,259.52,C110034601,59111.09,58851.57,M880494027,71436.46,71695.98,0,0
930,TRANSFER,3632.79,C637901965,29647.04,26014.25,M745596256,37164.49,40797.28,0,0
931,PAYMENT,6649.89,C613938789,81521.78,74871.89,M361377780,85818.05,92467.94,0,0
932,PAYMENT,160.05,C278665188,99917.16,99757.11,M264912230,3744.16,3904.21,0,0
933,TRANSFER,1693.36,C917384599,4767.19,3073.83,M599911212,43714.96,45408.32,0,0
934,CASH_OUT,3457.67,C606407587,67782.76,64325.09,M848411553,14581.7,18039.38,0,0
935,TRANSFER,932.23,C410883260,71148.8,70216.56,M571251745,53241.65,54173.88,0,0
936,CASH_OUT,2879.67,C286483372,72274.64,69394.98,M962517803,72471.94,75351.61,0,0
937,CASH_OUT,969.54,C720287588,25404.66,24435.12,M239133114,31027.26,31996.8,0,0
938,TRANSFER,3538.89,C173245410,84164.03,80625.13,M879246764,56128.12,59667.01,0,0
939,PAYMENT,2413.5,C298828338,19908.28,17494.78,M834417119,55136.28,57549.78,0,0
940,PAYMENT,2723.96,C781398491,59131.03,56407.07,M243195999,41202.51,43926.48,0,0
941,DEBIT,8448.28,C101554934,63480.6,55032.32,M466849921,34285.51,42733.79,0,0
942,DEBIT,1261.49,C377074091,37465.95,36204.46,M520775375,78542.89,79804.38,0,0
943,CASH_IN,165.96,C204115909,45313.91,45147.95,M537054006,36694.0,36859.96,0,0
944,CASH_IN,2051.67,C142326564,8785.13,6733.46,M677722765,58560.65,60612.32,0,0
945,PAYMENT,258.25,C325014216,68575.27,68317.01,M561231519,86437.23,86695.48,0,0
946,DEBIT,773.47,C444929494,993.9,220.43,M410002726,21898.41,22671.88,0,0
947,CASH_OUT,1127.84,C434900852,96330.61,95202.76,M958459009,9996.14,11123.99,0,0
948,DEBIT,273.04,C552879990,77357.33,77084.3,M461668011,97746.71,98019.75,0,0
949,DEBIT,3958.2,C273674167,39717.87,35759.67,M579697788,56623.67,60581.87,0,0
950,CASH_OUT,2800.5,C937688298,37908.41,35107.91,M867414782,26163.72,28964.21,0,0
951,TRANSFER,1664.14,C614242306,25298.98,23634.84,M581315588,76674.59,78338.73,0,0
952,CASH_OUT,949.58,C955046745,41544.77,40595.18,M542715575,20471.95,21421.53,0,0
953,CASH_OUT,5360.42,C167162732,23289.22,17928.8,M184622262,76078.06,81438.47,0,0
954,CASH_OUT,747.76,C589747329,58930.51,58182.75,M325176634,16673.05,17420.8,0,0
955,CASH_IN,314.46,C786869486,32594.9,32280.44,M889547858,49831.75,50146.21,0,0
956,TRANSFER,1818.74,C633700790,84108.73,82289.98,M175756151,77357.61,79176.35,0,0
957,DEBIT,395.24,C417734198,76775.75,76380.51,M595301729,24396.82,24792.06,0,0
958,TRANSFER,5009.05,C552004906,12854.78,7845.73,M793026017,91034.91,96043.96,0,0
959,CASH_OUT,5340.73,C788633214,85021.48,79680.75,M916967512,51061.64,56402.38,0,0
960,CASH_OUT,1293.42,C401142406,1119.32,0.0,M767068214,43304.27,44597.69,0,0
961,PAYMENT,76859.49,C986748988,51290.94,0.0,M495092842,21315.95,98175.44,1,1
962,CASH_IN,4754.01,C146521116,24487.71,19733.7,M120868846,36692.37,41446.38,0,0
963,CASH_OUT,927.22,C744204312,69678.96,68751.73,M902408511,41311.81,42239.03,0,0
964,DEBIT,2501.87,C489138761,70535.41,68033.54,M242573870,56576.56,59078.43,0,0
965,CASH_OUT,4915.79,C254875595,7077.67,2161.88,M613067344,47699.88,52615.67,0,0
966,CASH_IN,1910.92,C239170478,66925.41,65014.49,M758515647,11070.43,12981.35,0,0
967,CASH_OUT,1941.63,C152320962,94463.27,92521.64,M975524631,31418.54,33360.17,0,0
968,DEBIT,995.83,C374559341,83499.06,82503.23,M955368347,37230.5,38226.33,0,0
969,DEBIT,4817.7,C852976059,30004.44,25186.74,M552068826,61625.49,66443.18,0,0
970,DEBIT,2932.34,C204208794,24410.89,21478.55,M217437697,65726.89,68659.22,0,0
971,PAYMENT,278.36,C859989279,53261.47,52983.11,M332075456,10027.12,10305.47,0,0
972,CASH_OUT,9970.59,C603345287,81644.3,71673.71,M797414630,16429.19,26399.77,0,0
973,DEBIT,2953.03,C337283416,75531.1,72578.07,M762567193,18694.61,21647.64,0,0
974,CASH_OUT,2611.01,C583425026,64822.24,62211.24,M870931727,85181.62,87792.62,0,0
975,CASH_IN,7204.06,C772650384,24590.13,17386.07,M126585714,38439.21,45643.27,0,0
976,PAYMENT,1866.06,C777464953,50039.33,48173.27,M550455743,28355.82,30221.88,0,0
977,DEBIT,2178.49,C982201001,18936.74,16758.25,M391754876,52633.59,54812.08,0,0
978,CASH_IN,2984.75,C827792283,15830.88,12846.13,M255992007,19712.81,22697.56,0,0
979,CASH_OUT,2119.77,C373905365,23584.01,21464.24,M977491321,47638.9,49758.68,0,0
980,DEBIT,3054.91,C254449561,71247.12,68192.22,M949735385,58305.98,61360.88,0,0
981,CASH_OUT,952.11,C601622317,71799.53,70847.42,M669550587,6278.64,7230.74,0,0
982,DEBIT,112.65,C623436968,22425.2,22312.55,M946867394,70624.42,70737.07,0,0
983,TRANSFER,956.31,C602164286,74766.97,73810.66,M463928575,54779.36,55735.67,0,0
984,PAYMENT,242806.85,C496729958,1078.92,0.0,M621295373,66025.25,308832.1,1,1
985,PAYMENT,980.71,C143646470,39595.39,38614.67,M107700157,92372.34,93353.05,0,0
986,PAYMENT,3167.22,C937768889,54625.47,51458.26,M119460828,56849.58,60016.79,0,0
987,CASH_IN,4364.62,C909192114,8504.68,4140.06,M573302451,40323.71,44688.33,0,0
988,PAYMENT,2675.42,C813989442,63436.29,60760.87,M919563912,38737.43,41412.85,0,0
989,CASH_IN,2181.32,C661681477,97978.14,95796.81,M942491610,10686.96,12868.28,0,0
990,PAYMENT,672.28,C931722728,4494.61,3822.34,M767963214,24760.76,25433.04,0,0
991,PAYMENT,436.69,C224040496,76857.21,76420.52,M225285234,90144.08,90580.77,0,0
992,PAYMENT,643.27,C475257917,86851.53,86208.25,M591052715,47274.39,47917.67,0,0
993,CASH_IN,402.6,C374999918,97333.47,96930.86,M592718269,60502.59,60905.2,0,0
994,CASH_IN,3067.61,C881907366,28277.86,25210.25,M130137453,44282.17,47349.78,0,0
995,PAYMENT,7340.06,C236086518,42096.28,34756.22,M239730077,99899.39,107239.45,0,0
996,DEBIT,319.4,C315868436,46688.98,46369.58,M503381017,38050.81,38370.21,0,0
997,TRANSFER,1040.59,C768674970,11992.68,10952.09,M715908637,79771.95,80812.53,0,0
998,TRANSFER,1529.85,C236774300,87775.99,86246.14,M303751356,45404.19,46934.04,0,0
999,DEBIT,4628.72,C270987995,24267.96,19639.24,M605165247,4760.62,9389.34,0,0
1000,DEBIT,8886.64,C688375016,11730.27,2843.63,M600852213,89342.53,98229.17,0,0
1001,TRANSFER,301.53,C666899235,81446.42,81144.89,M224853446,95714.07,96015.6,0,0
1002,CASH_OUT,2806.39,C878199746,77725.38,74918.98,M433277968,48121.41,50927.8,0,0
1003,CASH_OUT,1011.05,C797461246,82908.25,81897.19,M365727996,16770.92,17781.97,0,0
1004,TRANSFER,1372.34,C317311857,26790.37,25418.02,M984946570,66197.85,67570.2,0,0
1005,DEBIT,297.15,C562560066,36626.45,36329.3,M186751992,93653.16,93950.32,0,0
1006,DEBIT,157.33,C368481982,74308.9,74151.57,M987287898,60915.93,61073.26,0,0
1007,CASH_OUT,929.97,C379474874,11630.98,10701.01,M310694792,32966.21,33896.18,0,0
1008,CASH_OUT,135.55,C984385857,98357.54,98221.99,M227679961,2132.96,2268.5,0,0
1009,CASH_OUT,1878.81,C943123746,39485.28,37606.46,M807191233,51585.28,53464.09,0,0
1010,TRANSFER,1351.97,C861800489,98406.55,97054.57,M996562585,6403.2,7755.18,0,0
1011,TRANSFER,2267.78,C246542781,36430.27,34162.49,M760606460,19766.09,22033.87,0,0
1012,CASH_IN,363.21,C289953250,78982.69,78619.48,M990403798,47670.04,48033.25,0,0
1013,CASH_IN,577.11,C656469184,86522.83,85945.72,M628094907,2447.05,3024.17,0,0
1014,CASH_OUT,1893.17,C893968243,49171.96,47278.79,M842365438,47423.69,49316.86,0,0
1015,TRANSFER,3090.4,C561310120,97340.74,94250.33,M885900720,78207.8,81298.2,0,0
1016,DEBIT,471.68,C455254689,88349.82,87878.15,M623104335,45024.69,45496.36,0,0
1017,PAYMENT,2211.57,C397504043,82425.59,80214.01,M378184428,31470.66,33682.24,0,0
1018,PAYMENT,2220.69,C397401739,93533.82,91313.13,M346666479,3030.53,5251.21,0,0
1019,CASH_OUT,45.45,C338070793,30933.46,30888.01,M110214755,80229.21,80274.66,0,0
1020,TRANSFER,30.11,C676227804,69821.84,69791.73,M568267407,37753.89,37784.0,0,0
1021,TRANSFER,648.65,C479625807,52317.67,51669.02,M544893325,37073.12,37721.77,0,0
1022,PAYMENT,1659.0,C672034776,14513.8,12854.79,M212599262,56074.88,57733.88,0,0
1023,CASH_IN,320.61,C148892478,52643.36,52322.75,M190817797,26710.92,27031.53,0,0
1024,TRANSFER,3448.03,C499372564,85782.37,82334.34,M645831790,37120.17,40568.19,0,0
1025,CASH_IN,1457.12,C689599995,89399.26,87942.14,M646550919,40791.46,42248.58,0,0
1026,CASH_IN,1861.2,C109286510,4808.73,2947.53,M182932035,25616.61,27477.81,0,0
1027,CASH_OUT,1529.18,C238154491,15554.93,14025.74,M614308646,96429.45,97958.63,0,0
1028,CASH_IN,4072.48,C836623412,39963.99,35891.51,M529901798,38768.6,42841.08,0,0
1029,CASH_OUT,534.34,C390851647,19062.36,18528.02,M176642384,15220.03,15754.37,0,0
1030,TRANSFER,972.75,C618617285,72876.33,71903.58,M507863559,61539.95,62512.7,0,0
1031,CASH_OUT,2156.88,C910700086,7018.27,4861.39,M777353090,76502.58,78659.45,0,0
1032,DEBIT,1218.18,C658061803,10046.78,8828.6,M224227663,22776.71,23994.89,0,0
1033,TRANSFER,202.17,C164139044,17416.47,17214.3,M332544385,71439.89,71642.06,0,0
1034,CASH_IN,25.78,C335193836,24622.05,24596.27,M229155026,67425.79,67451.57,0,0
1035,PAYMENT,2864.63,C549295995,49685.43,46820.8,M840308557,84382.28,87246.91,0,0
1036,DEBIT,2068.41,C569874279,30957.18,28888.77,M947552338,42075.35,44143.76,0,0
1037,DEBIT,272.49,C105899930,40085.9,39813.42,M487610801,36317.65,36590.13,0,0
1038,PAYMENT,2209.45,C434080014,87032.3,84822.85,M982933965,62210.83,64420.28,0,0
1039,PAYMENT,276.17,C614703043,42733.78,42457.61,M717704627,97472.19,97748.36,0,0
1040,PAYMENT,258.42,C471746219,51094.08,50835.66,M883279341,19989.86,20248.28,0,0
1041,TRANSFER,2680.21,C929608113,4768.34,2088.13,M714664184,42443.2,45123.4,0,0
1042,CASH_IN,3299.17,C897825964,77965.98,74666.81,M442984603,96598.88,99898.05,0,0
1043,DEBIT,552.61,C764291746,99875.02,99322.41,M677236120,73477.84,74030.45,0,0
1044,CASH_IN,3038.5,C629257995,67607.89,64569.38,M708916806,13621.52,16660.03,0,0
1045,CASH_OUT,331.53,C215827169,74441.48,74109.94,M916893712,58528.93,58860.46,0,0
1046,DEBIT,4234.64,C800054697,88396.71,84162.07,M304515368,56959.48,61194.12,0,0
1047,DEBIT,1271.86,C945788746,60195.63,58923.77,M666457604,55508.67,56780.53,0,0
1048,CASH_IN,17068.89,C563677331,21985.13,4916.24,M643622511,25830.66,42899.55,0,0
1049,TRANSFER,2306.96,C104035859,19623.01,17316.06,M162154847,36008.26,38315.22,0,0
1050,CASH_OUT,644.77,C912463832,34639.68,33994.92,M516590138,65263.49,65908.26,0,0
1051,CASH_OUT,1898.72,C271299359,13753.29,11854.57,M638701735,96982.98,98881.71,0,0
1052,CASH_OUT,8886.36,C531456951,74231.68,65345.32,M579388544,69418.37,78304.73,0,0
1053,CASH_IN,1548.17,C176358797,91524.83,89976.67,M746356105,44977.68,46525.84,0,0
1054,TRANSFER,32.7,C169752617,64974.09,64941.39,M408020352,49780.68,49813.37,0,0
1055,CASH_IN,455.47,C878291083,97531.22,97075.75,M636272545,3179.38,3634.85,0,0
1056,CASH_OUT,602.73,C389216031,23414.86,22812.12,M587555747,10010.31,10613.05,0,0
1057,PAYMENT,2078.29,C373208323,77.6,0.0,M423535730,91631.08,93709.37,0,0
1058,PAYMENT,3394.76,C176797957,79236.85,75842.09,M980539926,97852.32,101247.08,0,0
1059,TRANSFER,645.11,C624091921,91644.84,90999.72,M664005701,21084.55,21729.67,0,0
1060,DEBIT,2789.27,C147980004,36179.68,33390.42,M755892771,29881.03,32670.29,0,0
1061,DEBIT,1238.68,C838286063,55384.86,54146.18,M423588079,10241.97,11480.64,0,0
1062,CASH_OUT,146.93,C829039858,89465.29,89318.36,M938266783,47850.78,47997.71,0,0
1063,DEBIT,1089.77,C597403839,50296.53,49206.76,M916936940,97745.22,98835.0,0,0
1064,DEBIT,622.14,C200590969,31874.29,31252.15,M915659517,50888.38,51510.52,0,0
1065,CASH_IN,1601.99,C500836964,59268.61,57666.62,M188572770,31713.84,33315.84,0,0
1066,CASH_IN,349.54,C368348834,91828.9,91479.36,M435845912,40102.9,40452.44,0,0
1067,PAYMENT,3617.54,C156470610,49196.51,45578.97,M645129642,30911.27,34528.8,0,0
1068,CASH_OUT,107.95,C916134045,92556.94,92448.99,M126092740,96315.1,96423.06,0,0
1069,CASH_IN,4473.36,C651721223,28222.37,23749.01,M586201507,19851.11,24324.47,0,0
1070,CASH_IN,4032.22,C902226698,47591.17,43558.95,M641326641,39137.99,43170.21,0,0
1071,PAYMENT,489.4,C729473213,54243.38,53753.97,M199418903,80112.72,80602.12,0,0
1072,CASH_OUT,1826.38,C333732979,98730.3,96903.92,M681296707,42045.4,43871.78,0,0
1073,CASH_IN,1975.75,C204962823,35970.8,33995.05,M475874147,34915.91,36891.66,0,0
1074,DEBIT,589.55,C886204216,5578.26,4988.71,M657675068,13047.29,13636.85,0,0
1075,TRANSFER,1410.56,C455982526,30725.22,29314.66,M314426397,52278.69,53689.25,0,0
1076,DEBIT,400.0,C914108506,19367.33,18967.32,M712319703,75248.48,75648.48,0,0
1077,CASH_IN,180.78,C744393657,21143.31,20962.52,M352212326,98047.94,98228.72,0,0
1078,PAYMENT,1925.03,C404405898,14486.85,12561.83,M965805791,94629.58,96554.6,0,0
1079,TRANSFER,999.12,C789997690,23934.36,22935.24,M489016828,43193.71,44192.83,0,0
1080,TRANSFER,3766.23,C163199860,78641.15,74874.92,M870828109,62424.4,66190.63,0,0
1081,CASH_IN,1947.29,C313537234,3023.4,1076.11,M301696261,44670.66,46617.95,0,0
1082,DEBIT,173.13,C884021372,90998.02,90824.9,M367060406,51166.78,51339.91,0,0
1083,CASH_OUT,904.94,C227624007,67815.01,66910.07,M505000097,3181.8,4086.74,0,0
1084,TRANSFER,2035.36,C151326712,94812.41,92777.06,M257623366,8494.21,10529.56,0,0
1085,PAYMENT,413.14,C700155942,69583.78,69170.63,M735017090,14034.54,14447.68,0,0
1086,DEBIT,95.34,C189477614,88694.12,88598.78,M759123554,64150.39,64245.73,0,0
1087,TRANSFER,914.62,C966112482,1850.36,935.74,M294589890,37935.12,38849.74,0,0
1088,CASH_IN,2292.69,C329140558,90810.4,88517.71,M134145179,32869.24,35161.93,0,0
1089,PAYMENT,883.24,C965608750,77212.03,76328.79,M754958142,71261.0,72144.24,0,0
1090,PAYMENT,3765.96,C640595827,50136.25,46370.29,M649992288,90489.38,94255.34,0,0
1091,CASH_OUT,4194.36,C196763336,61785.1,57590.75,M989128980,75126.57,79320.92,0,0
1092,PAYMENT,70.95,C999097382,4515.15,4444.2,M209834519,88908.04,88978.98,0,0
1093,TRANSFER,381.18,C345110189,51705.06,51323.88,M385569641,55128.17,55509.35,0,0
1094,TRANSFER,1198.31,C393829803,46437.21,45238.9,M947514162,93602.98,94801.29,0,0
1095,CASH_OUT,2508.48,C719628550,59376.82,56868.34,M335022628,21360.16,23868.64,0,0
1096,CASH_OUT,1243.32,C375819794,94207.63,92964.31,M159575598,54216.74,55460.06,0,0
1097,PAYMENT,281.37,C471942546,66345.51,66064.14,M800076956,21130.03,21411.4,0,0
1098,CASH_IN,766.79,C972894445,87500.33,86733.54,M990368981,25241.25,26008.03,0,0
1099,TRANSFER,676.15,C916135068,67870.42,67194.27,M779332087,69658.36,70334.51,0,0
1100,CASH_OUT,1322.37,C857170648,24919.84,23597.47,M376571832,11900.15,13222.52,0,0
1101,DEBIT,7977.41,C232633286,50496.05,42518.64,M337053267,1184.6,9162.01,0,0
1102,DEBIT,988.97,C906107392,37207.04,36218.07,M988998922,40242.44,41231.42,0,0
1103,CASH_OUT,1973.89,C746160061,21600.89,19627.0,M804789601,6224.44,8198.34,0,0
1104,PAYMENT,303.1,C269198029,48925.2,48622.1,M791346674,40369.94,40673.04,0,0
1105,CASH_OUT,1437.18,C857258085,68582.15,67144.96,M837079393,31755.18,33192.36,0,0
1106,TRANSFER,2026.14,C281265266,50808.91,48782.78,M794116280,425.28,2451.42,0,0
1107,CASH_IN,904.79,C987560391,35949.6,35044.81,M496047195,3966.69,4871.48,0,0
1108,DEBIT,1478.1,C437950227,2027.87,549.77,M560973911,40036.97,41515.07,0,0
1109,PAYMENT,653.63,C773906447,29958.42,29304.79,M400493436,7481.11,8134.74,0,0
1110,CASH_IN,1379.47,C712597071,72529.53,71150.06,M410430897,45605.89,46985.36,0,0
1111,TRANSFER,1842.04,C177428912,78947.82,77105.78,M843181202,76775.15,78617.2,0,0
1112,PAYMENT,6194.33,C477083931,91807.99,85613.67,M661668759,14008.22,20202.55,0,0
1113,CASH_IN,3345.37,C871376001,94212.64,90867.26,M357164769,25678.92,29024.3,0,0
1114,TRANSFER,1108.08,C313712302,29596.99,28488.91,M890077150,48211.48,49319.56,0,0
1115,TRANSFER,962.77,C821394943,50019.3,49056.54,M844145372,88629.39,89592.15,0,0
1116,PAYMENT,366.9,C588102855,97946.29,97579.39,M118005267,40421.62,40788.52,0,0
1117,PAYMENT,1895.06,C794979253,81025.5,79130.44,M898150444,40327.6,42222.66,0,0
1118,DEBIT,3596.26,C601629924,25874.81,22278.56,M504138465,11054.76,14651.02,0,0
1119,CASH_OUT,574.4,C476854037,37277.14,36702.74,M614141867,8438.65,9013.05,0,0
1120,CASH_OUT,10094.71,C572251703,81405.71,71311.0,M198034797,53899.12,63993.83,0,0
1121,CASH_OUT,4250.65,C353234366,30617.45,26366.8,M429481161,45401.98,49652.62,0,0
1122,TRANSFER,2506.18,C732056407,65844.46,63338.27,M971301383,44531.03,47037.22,0,0
1123,TRANSFER,2438.63,C248286917,40673.09,38234.47,M398438467,7445.5,9884.13,0,0
1124,PAYMENT,889.16,C983176661,84811.09,83921.94,M829865560,72264.49,73153.65,0,0
1125,PAYMENT,297.04,C563315231,10973.98,10676.94,M695353993,69368.24,69665.28,0,0
1126,CASH_OUT,584.58,C944082703,95121.11,94536.52,M791999743,8162.01,8746.59,0,0
1127,PAYMENT,3598.11,C426445392,7782.09,4183.98,M826898814,78083.75,81681.86,0,0
