Transaction_ID,Timestamp,From_Account,To_Account,Amount,Currency,Transaction_Type,Is_Laundering,Payment_Format,From_Bank,To_Bank,Account_Age_Days,Is_First_Transaction
TX_00001329,2024-04-20T00:35:00,ACC_000252,ACC_000178,4920.68,JPY,PAYMENT,0,Crypto,BANK_037,BANK_017,3505,0
TX_00001330,2024-03-23T07:59:00,ACC_000099,ACC_000260,1309.52,GBP,DEBIT,0,Cash,BANK_001,BANK_019,715,0
TX_00001331,2024-10-16T23:06:00,ACC_000315,ACC_000240,59.17,USD,DEBIT,0,Check,BANK_011,BANK_044,1331,0
TX_00001332,2024-04-09T15:11:00,ACC_000107,ACC_000400,3631.6,JPY,PAYMENT,0,Cash,BANK_014,BANK_014,258,0
TX_00001333,2024-09-07T10:20:00,ACC_000470,ACC_000157,4266.29,EUR,CASH_OUT,0,Cash,BANK_036,BANK_018,2784,0
TX_00001334,2024-07-22T07:38:00,ACC_000260,ACC_000084,7537.38,JPY,CASH_OUT,0,ACH,BANK_006,BANK_018,2207,0
TX_00001335,2024-09-22T21:16:00,ACC_000339,ACC_000118,7076.23,JPY,TRANSFER,0,Cash,BANK_044,BANK_041,2468,0
TX_00001336,2024-06-21T17:23:00,ACC_000198,ACC_000226,2367.65,USD,PAYMENT,0,Wire,BANK_003,BANK_015,3356,0
TX_00001337,2024-10-08T01:43:00,ACC_000046,ACC_000455,2061.83,EUR,DEBIT,0,ACH,BANK_024,BANK_040,655,0
TX_00001338,2024-04-13T21:52:00,ACC_000239,ACC_000278,5426.92,USD,CASH_IN,0,Wire,BANK_006,BANK_036,3259,0
TX_00001339,2024-04-23T01:14:00,ACC_000455,ACC_000084,189.32,USD,CASH_IN,0,Check,BANK_030,BANK_005,2005,0
TX_00001340,2024-01-05T23:33:00,ACC_000362,ACC_000361,273.68,USD,PAYMENT,0,Crypto,BANK_024,BANK_045,3190,0
TX_00001341,2024-02-16T15:45:00,ACC_000330,ACC_000455,469.55,JPY,CASH_IN,0,Wire,BANK_016,BANK_039,1586,0
TX_00001342,2024-12-26T04:40:00,ACC_000271,ACC_000154,6603.48,EUR,CASH_IN,0,Check,BANK_005,BANK_047,2013,0
TX_00001343,2024-02-20T06:08:00,ACC_000273,ACC_000255,3913.19,EUR,TRANSFER,0,ACH,BANK_046,BANK_046,1831,0
TX_00001344,2024-11-22T09:23:00,ACC_000146,ACC_000371,1803.61,JPY,CASH_OUT,0,Crypto,BANK_018,BANK_003,3563,0
TX_00001345,2024-11-12T10:18:00,ACC_000285,ACC_000251,45.0,USD,DEBIT,0,ACH,BANK_025,BANK_028,1305,0
TX_00001346,2024-10-11T00:20:00,ACC_000341,ACC_000373,2679.21,JPY,DEBIT,0,Check,BANK_019,BANK_021,2905,0
TX_00001347,2024-09-27T16:27:00,ACC_000045,ACC_000464,5601.94,EUR,TRANSFER,0,ACH,BANK_007,BANK_021,2876,0
TX_00001348,2024-12-19T23:49:00,ACC_000313,ACC_000106,8691.53,JPY,CASH_IN,0,Wire,BANK_046,BANK_039,64,0
TX_00001349,2024-07-30T14:25:00,ACC_000249,ACC_000135,4054.62,GBP,CASH_OUT,0,Wire,BANK_040,BANK_046,277,0
TX_00001350,2024-12-25T06:57:00,ACC_000211,ACC_000402,2532.88,JPY,DEBIT,0,Crypto,BANK_039,BANK_011,3479,0
TX_00001351,2024-11-01T03:40:00,ACC_000197,ACC_000294,643.13,USD,TRANSFER,0,Wire,BANK_010,BANK_008,2264,0
TX_00001352,2024-09-08T02:35:00,ACC_000057,ACC_000465,760.14,GBP,DEBIT,0,Wire,BANK_011,BANK_019,226,0
TX_00001353,2024-09-05T20:58:00,ACC_000252,ACC_000333,3562.43,JPY,CASH_OUT,0,Wire,BANK_027,BANK_024,726,0
TX_00001354,2024-11-09T04:29:00,ACC_000344,ACC_000235,3574.58,USD,DEBIT,0,Check,BANK_046,BANK_004,2297,0
TX_00001355,2024-01-01T11:20:00,ACC_000089,ACC_000177,2313.74,GBP,DEBIT,0,ACH,BANK_050,BANK_004,2491,0
TX_00001356,2024-01-22T22:13:00,ACC_000249,ACC_000027,9820.04,USD,PAYMENT,1,Check,BANK_026,BANK_016,2526,0
TX_00001357,2024-09-11T15:48:00,ACC_000189,ACC_000048,2763.12,JPY,DEBIT,0,ACH,BANK_044,BANK_009,2593,0
TX_00001358,2024-08-21T05:00:00,ACC_000200,ACC_000422,12434.86,EUR,TRANSFER,0,Cash,BANK_014,BANK_045,3516,0
TX_00001359,2024-06-14T05:48:00,ACC_000369,ACC_000382,7381.18,USD,PAYMENT,0,Crypto,BANK_008,BANK_032,1640,0
TX_00001360,2024-12-07T23:27:00,ACC_000028,ACC_000307,4493.2,USD,PAYMENT,0,Crypto,BANK_048,BANK_049,2492,0
TX_00001361,2024-12-18T20:46:00,ACC_000050,ACC_000311,5744.82,GBP,PAYMENT,0,Cash,BANK_019,BANK_034,2025,0
TX_00001362,2024-01-22T11:13:00,ACC_000307,ACC_000236,1681.71,GBP,DEBIT,0,Crypto,BANK_023,BANK_021,2030,0
TX_00001363,2024-02-15T11:27:00,ACC_000102,ACC_000130,1344.57,CHF,CASH_OUT,0,Wire,BANK_035,BANK_009,1730,0
TX_00001364,2024-06-19T08:34:00,ACC_000427,ACC_000168,3730.09,CHF,PAYMENT,0,ACH,BANK_013,BANK_021,1555,0
TX_00001365,2024-05-26T06:18:00,ACC_000185,ACC_000320,1689.26,EUR,TRANSFER,0,ACH,BANK_040,BANK_043,2657,0
TX_00001366,2024-06-01T15:20:00,ACC_000176,ACC_000084,8846.9,USD,PAYMENT,0,Crypto,BANK_046,BANK_020,1275,1
TX_00001367,2024-03-25T20:10:00,ACC_000295,ACC_000318,8412.57,CHF,CASH_OUT,0,Crypto,BANK_047,BANK_036,1832,0
TX_00001368,2024-03-26T18:11:00,ACC_000026,ACC_000027,1477.43,USD,CASH_IN,0,Cash,BANK_006,BANK_019,2757,0
TX_00001369,2024-08-25T14:21:00,ACC_000157,ACC_000015,8997.87,GBP,PAYMENT,0,Check,BANK_025,BANK_047,3302,0
TX_00001370,2024-07-25T02:47:00,ACC_000037,ACC_000172,1557.8,EUR,PAYMENT,0,ACH,BANK_042,BANK_007,3204,0
TX_00001371,2024-09-13T07:55:00,ACC_000317,ACC_000202,4730.58,JPY,DEBIT,0,Cash,BANK_006,BANK_008,123,0
TX_00001372,2024-10-09T06:03:00,ACC_000435,ACC_000299,5274.78,EUR,CASH_OUT,0,Check,BANK_007,BANK_012,2359,0
TX_00001373,2024-09-10T15:59:00,ACC_000262,ACC_000459,553.43,USD,CASH_OUT,0,Wire,BANK_040,BANK_006,920,0
TX_00001374,2024-02-01T23:59:00,ACC_000392,ACC_000258,2400.26,JPY,TRANSFER,0,Wire,BANK_026,BANK_027,3244,0
TX_00001375,2024-08-07T13:05:00,ACC_000222,ACC_000079,1992.75,JPY,CASH_IN,0,Crypto,BANK_024,BANK_002,2685,0
TX_00001376,2024-12-24T00:53:00,ACC_000341,ACC_000181,29467.52,JPY,CASH_IN,0,ACH,BANK_005,BANK_002,1531,0
TX_00001377,2024-02-07T12:52:00,ACC_000233,ACC_000030,442.34,GBP,CASH_OUT,0,Wire,BANK_028,BANK_048,2419,0
TX_00001378,2024-08-27T07:23:00,ACC_000387,ACC_000300,7419.1,USD,TRANSFER,0,Cash,BANK_038,BANK_018,2872,0
TX_00001379,2024-05-27T06:13:00,ACC_000426,ACC_000486,6956.81,CHF,PAYMENT,0,Wire,BANK_049,BANK_050,157,0
TX_00001380,2024-12-05T17:02:00,ACC_000211,ACC_000338,3708.61,USD,PAYMENT,0,ACH,BANK_008,BANK_041,3366,0
TX_00001381,2024-08-02T00:42:00,ACC_000373,ACC_000154,4222.39,CHF,TRANSFER,0,Wire,BANK_017,BANK_050,963,0
TX_00001382,2024-08-23T22:30:00,ACC_000212,ACC_000414,2922.12,EUR,DEBIT,0,ACH,BANK_036,BANK_007,394,0
TX_00001383,2024-08-11T23:22:00,ACC_000005,ACC_000025,4058.9,EUR,CASH_OUT,0,Cash,BANK_047,BANK_012,1967,0
TX_00001384,2024-06-24T05:11:00,ACC_000256,ACC_000040,9551.15,JPY,CASH_OUT,1,Cash,BANK_002,BANK_033,936,0
TX_00001385,2024-04-02T18:31:00,ACC_000402,ACC_000438,620.2,EUR,TRANSFER,0,Wire,BANK_014,BANK_035,1474,0
TX_00001386,2024-03-21T05:16:00,ACC_000267,ACC_000053,37.61,USD,CASH_IN,0,Wire,BANK_012,BANK_025,3300,0
TX_00001387,2024-07-27T19:14:00,ACC_000390,ACC_000102,60.88,EUR,DEBIT,0,Check,BANK_019,BANK_001,1664,0
TX_00001388,2024-01-27T07:02:00,ACC_000112,ACC_000014,22868.76,CHF,PAYMENT,0,Check,BANK_043,BANK_016,3545,0
TX_00001389,2024-11-13T10:03:00,ACC_000139,ACC_000481,5837.23,JPY,CASH_OUT,0,Wire,BANK_030,BANK_012,3437,0
TX_00001390,2024-02-22T17:16:00,ACC_000112,ACC_000034,4025.93,CHF,DEBIT,0,Crypto,BANK_013,BANK_028,3043,0
TX_00001391,2024-06-03T11:30:00,ACC_000108,ACC_000156,22.52,JPY,CASH_OUT,0,Cash,BANK_034,BANK_046,552,0
TX_00001392,2024-03-17T17:42:00,ACC_000257,ACC_000293,8658.59,JPY,TRANSFER,0,ACH,BANK_046,BANK_037,1947,0
TX_00001393,2024-11-26T14:46:00,ACC_000484,ACC_000302,3975.21,JPY,CASH_IN,0,ACH,BANK_036,BANK_044,2967,0
TX_00001394,2024-02-05T10:30:00,ACC_000045,ACC_000163,777.15,USD,CASH_OUT,0,ACH,BANK_039,BANK_046,3203,0
TX_00001395,2024-01-18T09:59:00,ACC_000397,ACC_000182,11941.67,CHF,TRANSFER,0,Cash,BANK_005,BANK_017,2178,0
TX_00001396,2024-09-22T10:41:00,ACC_000103,ACC_000124,29615.85,EUR,DEBIT,0,Crypto,BANK_032,BANK_019,3045,0
TX_00001397,2024-10-09T15:15:00,ACC_000395,ACC_000062,1141.32,CHF,CASH_IN,0,Wire,BANK_043,BANK_015,2480,1
TX_00001398,2024-10-04T23:29:00,ACC_000217,ACC_000453,939.18,JPY,TRANSFER,0,ACH,BANK_030,BANK_026,3157,0
TX_00001399,2024-01-14T06:43:00,ACC_000313,ACC_000237,1038.46,JPY,DEBIT,0,ACH,BANK_026,BANK_044,3182,0
TX_00001400,2024-06-15T23:51:00,ACC_000269,ACC_000363,1345.06,GBP,PAYMENT,0,Crypto,BANK_030,BANK_011,3148,0
TX_00001401,2024-08-03T02:52:00,ACC_000261,ACC_000036,8052.23,EUR,DEBIT,0,Wire,BANK_044,BANK_030,313,1
TX_00001402,2024-02-01T06:10:00,ACC_000417,ACC_000331,439.96,CHF,DEBIT,0,Crypto,BANK_018,BANK_012,1151,0
TX_00001403,2024-04-06T07:41:00,ACC_000256,ACC_000413,5232.26,GBP,DEBIT,0,ACH,BANK_012,BANK_017,2174,1
TX_00001404,2024-09-06T15:28:00,ACC_000123,ACC_000099,4170.08,GBP,DEBIT,0,Crypto,BANK_020,BANK_046,3117,0
TX_00001405,2024-09-07T22:19:00,ACC_000334,ACC_000404,5532.55,EUR,TRANSFER,0,Cash,BANK_002,BANK_048,611,0
TX_00001406,2024-08-29T04:31:00,ACC_000465,ACC_000281,8624.71,JPY,CASH_IN,0,Cash,BANK_027,BANK_031,2864,0
TX_00001407,2024-10-27T19:48:00,ACC_000096,ACC_000248,683.82,JPY,CASH_OUT,0,ACH,BANK_019,BANK_047,3428,1
TX_00001408,2024-04-01T09:28:00,ACC_000070,ACC_000439,928.01,USD,CASH_OUT,0,Crypto,BANK_034,BANK_020,1109,0
TX_00001409,2024-02-24T07:43:00,ACC_000044,ACC_000272,1256.06,CHF,TRANSFER,0,Cash,BANK_003,BANK_006,194,0
TX_00001410,2024-10-28T09:49:00,ACC_000086,ACC_000299,15842.52,EUR,DEBIT,0,Check,BANK_014,BANK_011,114,0
TX_00001411,2024-10-14T12:53:00,ACC_000054,ACC_000252,10849.82,USD,TRANSFER,0,Crypto,BANK_023,BANK_034,2275,0
TX_00001412,2024-05-31T18:39:00,ACC_000457,ACC_000393,1901.67,JPY,TRANSFER,0,ACH,BANK_043,BANK_048,3203,0
TX_00001413,2024-02-07T03:06:00,ACC_000352,ACC_000238,1496.65,USD,DEBIT,0,ACH,BANK_022,BANK_024,1073,0
TX_00001414,2024-05-13T07:08:00,ACC_000178,ACC_000467,283.44,JPY,PAYMENT,0,Wire,BANK_049,BANK_001,2184,0
TX_00001415,2024-03-10T16:31:00,ACC_000467,ACC_000441,9795.66,JPY,CASH_IN,1,Cash,BANK_037,BANK_047,1993,0
TX_00001416,2024-02-24T05:21:00,ACC_000173,ACC_000462,9015.64,CHF,PAYMENT,0,Wire,BANK_013,BANK_010,204,0
TX_00001417,2024-10-02T04:44:00,ACC_000468,ACC_000046,4745.71,CHF,CASH_IN,0,Check,BANK_026,BANK_019,1125,0
TX_00001418,2024-08-27T21:16:00,ACC_000319,ACC_000238,9722.68,USD,PAYMENT,0,ACH,BANK_002,BANK_019,186,0
TX_00001419,2024-10-07T19:58:00,ACC_000471,ACC_000366,6630.58,GBP,CASH_IN,0,Crypto,BANK_027,BANK_045,1361,0
TX_00001420,2024-05-20T08:25:00,ACC_000120,ACC_000282,4262.68,GBP,CASH_OUT,0,Crypto,BANK_019,BANK_022,1090,0
TX_00001421,2024-03-25T06:22:00,ACC_000032,ACC_000353,702.88,GBP,DEBIT,0,Wire,BANK_020,BANK_005,2762,0
TX_00001422,2024-08-31T17:01:00,ACC_000390,ACC_000098,9723.12,CHF,CASH_OUT,0,Wire,BANK_015,BANK_008,3529,0
TX_00001423,2024-08-28T13:02:00,ACC_000137,ACC_000360,6151.23,GBP,PAYMENT,0,ACH,BANK_037,BANK_049,1872,0
TX_00001424,2024-10-12T16:58:00,ACC_000035,ACC_000131,2420.85,CHF,TRANSFER,0,Check,BANK_041,BANK_022,2371,0
TX_00001425,2024-08-27T05:34:00,ACC_000212,ACC_000478,1950.4,JPY,DEBIT,0,Cash,BANK_044,BANK_043,3004,0
TX_00001426,2024-07-13T05:44:00,ACC_000190,ACC_000068,1231.73,GBP,CASH_IN,0,ACH,BANK_049,BANK_026,2523,0
TX_00001427,2024-01-12T06:22:00,ACC_000207,ACC_000478,543.17,GBP,CASH_OUT,0,Wire,BANK_030,BANK_012,63,0
TX_00001428,2024-02-25T10:21:00,ACC_000085,ACC_000332,5416.19,EUR,DEBIT,0,Cash,BANK_010,BANK_043,640,0
TX_00001429,2024-07-15T05:45:00,ACC_000080,ACC_000182,612.43,JPY,DEBIT,0,Check,BANK_006,BANK_007,2529,0
TX_00001430,2024-11-30T10:18:00,ACC_000230,ACC_000184,2684.91,GBP,PAYMENT,0,Wire,BANK_036,BANK_009,2231,0
TX_00001431,2024-07-22T13:57:00,ACC_000122,ACC_000016,16574.46,CHF,TRANSFER,0,Wire,BANK_048,BANK_006,2460,0
TX_00001432,2024-08-22T12:10:00,ACC_000147,ACC_000298,4075.25,EUR,CASH_OUT,0,ACH,BANK_015,BANK_037,33,0
TX_00001433,2024-02-15T23:07:00,ACC_000468,ACC_000271,7832.69,EUR,DEBIT,0,Check,BANK_031,BANK_040,2634,0
TX_00001434,2024-04-05T18:39:00,ACC_000130,ACC_000106,6091.15,USD,TRANSFER,0,Cash,BANK_043,BANK_024,3195,0
TX_00001435,2024-01-24T05:05:00,ACC_000049,ACC_000112,3884.85,CHF,CASH_IN,0,Check,BANK_009,BANK_039,2504,0
TX_00001436,2024-01-21T01:39:00,ACC_000466,ACC_000429,1011.06,CHF,CASH_IN,0,Crypto,BANK_021,BANK_015,2930,0
TX_00001437,2024-04-10T18:35:00,ACC_000175,ACC_000480,5950.97,GBP,CASH_IN,0,ACH,BANK_021,BANK_050,1018,0
TX_00001438,2024-04-22T02:41:00,ACC_000441,ACC_000353,7978.91,JPY,TRANSFER,0,Cash,BANK_019,BANK_042,901,0
TX_00001439,2024-11-06T14:58:00,ACC_000265,ACC_000140,963.15,JPY,CASH_OUT,0,Wire,BANK_014,BANK_027,662,0
TX_00001440,2024-10-28T09:12:00,ACC_000007,ACC_000280,48.74,CHF,DEBIT,0,Check,BANK_003,BANK_027,977,0
TX_00001441,2024-10-22T01:25:00,ACC_000351,ACC_000219,9035.24,EUR,TRANSFER,0,Wire,BANK_034,BANK_019,1808,0
TX_00001442,2024-06-27T05:40:00,ACC_000398,ACC_000444,536.32,JPY,TRANSFER,0,ACH,BANK_034,BANK_027,2546,0
TX_00001443,2024-10-08T04:46:00,ACC_000033,ACC_000025,6687.73,EUR,DEBIT,0,ACH,BANK_046,BANK_013,594,0
TX_00001444,2024-08-04T01:57:00,ACC_000193,ACC_000000,17462.57,GBP,TRANSFER,0,Crypto,BANK_039,BANK_012,166,0
TX_00001445,2024-01-22T06:56:00,ACC_000216,ACC_000111,4628.94,USD,PAYMENT,0,Check,BANK_027,BANK_006,2393,0
TX_00001446,2024-07-17T08:08:00,ACC_000398,ACC_000246,3732.2,JPY,DEBIT,0,ACH,BANK_045,BANK_019,2807,0
TX_00001447,2024-03-10T02:11:00,ACC_000335,ACC_000381,3442.08,USD,CASH_OUT,0,ACH,BANK_016,BANK_019,1238,0
TX_00001448,2024-02-25T08:23:00,ACC_000228,ACC_000051,9503.28,JPY,PAYMENT,0,Wire,BANK_029,BANK_027,2119,0
TX_00001449,2024-03-24T12:36:00,ACC_000434,ACC_000320,4931.54,EUR,TRANSFER,0,Wire,BANK_008,BANK_004,1575,0
TX_00001450,2024-01-15T12:41:00,ACC_000115,ACC_000449,309.84,EUR,CASH_IN,0,Cash,BANK_041,BANK_012,3211,1
TX_00001451,2024-10-22T10:01:00,ACC_000269,ACC_000337,9032.17,JPY,DEBIT,1,Crypto,BANK_029,BANK_041,2794,0
TX_00001452,2024-06-01T00:10:00,ACC_000318,ACC_000466,8009.61,JPY,DEBIT,0,Wire,BANK_039,BANK_050,2558,0
TX_00001453,2024-04-21T23:28:00,ACC_000097,ACC_000182,29114.24,GBP,PAYMENT,0,ACH,BANK_012,BANK_002,2242,0
TX_00001454,2024-01-03T20:54:00,ACC_000268,ACC_000338,400.9,GBP,CASH_OUT,0,Wire,BANK_048,BANK_040,197,0
TX_00001455,2024-10-30T07:37:00,ACC_000463,ACC_000407,1586.53,JPY,TRANSFER,0,Check,BANK_042,BANK_039,829,0
TX_00001456,2024-10-30T22:40:00,ACC_000234,ACC_000187,9512.45,USD,PAYMENT,0,Check,BANK_038,BANK_026,2412,1
TX_00001457,2024-02-14T03:51:00,ACC_000153,ACC_000461,3524.39,GBP,CASH_IN,0,Check,BANK_009,BANK_002,923,0
TX_00001458,2024-05-21T00:11:00,ACC_000206,ACC_000058,2903.31,GBP,CASH_OUT,0,Wire,BANK_038,BANK_026,481,0
TX_00001459,2024-12-05T19:01:00,ACC_000132,ACC_000171,1457.42,EUR,CASH_OUT,0,Wire,BANK_019,BANK_006,1171,0
TX_00001460,2024-11-18T20:11:00,ACC_000349,ACC_000237,4004.53,EUR,CASH_IN,0,Check,BANK_012,BANK_007,484,0
TX_00001461,2024-02-23T14:40:00,ACC_000107,ACC_000337,50.1,JPY,TRANSFER,0,Wire,BANK_048,BANK_015,587,0
TX_00001462,2024-12-28T11:51:00,ACC_000040,ACC_000399,2228.96,CHF,CASH_OUT,0,Crypto,BANK_032,BANK_026,960,0
TX_00001463,2024-08-23T09:02:00,ACC_000166,ACC_000151,10256.18,GBP,TRANSFER,0,Crypto,BANK_001,BANK_045,3200,0
TX_00001464,2024-11-25T07:21:00,ACC_000367,ACC_000406,3199.8,CHF,PAYMENT,0,Cash,BANK_012,BANK_050,990,0
TX_00001465,2024-11-23T05:47:00,ACC_000034,ACC_000403,921.95,GBP,CASH_OUT,0,Crypto,BANK_005,BANK_046,710,0
TX_00001466,2024-10-14T20:38:00,ACC_000179,ACC_000060,2766.54,CHF,PAYMENT,0,Cash,BANK_013,BANK_006,2102,0
TX_00001467,2024-08-27T01:36:00,ACC_000369,ACC_000204,1157.06,EUR,PAYMENT,0,Check,BANK_039,BANK_034,2260,0
TX_00001468,2024-01-27T03:21:00,ACC_000381,ACC_000256,2224.31,GBP,CASH_OUT,0,Cash,BANK_038,BANK_015,1807,0
TX_00001469,2024-08-18T02:20:00,ACC_000011,ACC_000139,136.65,CHF,DEBIT,0,Wire,BANK_045,BANK_038,788,0
TX_00001470,2024-09-25T05:33:00,ACC_000252,ACC_000200,5106.38,JPY,CASH_OUT,0,Cash,BANK_046,BANK_020,3098,0
TX_00001471,2024-03-25T23:27:00,ACC_000330,ACC_000456,5241.87,JPY,TRANSFER,0,Check,BANK_012,BANK_022,1350,0
TX_00001472,2024-03-12T23:59:00,ACC_000280,ACC_000355,1699.77,GBP,DEBIT,0,Wire,BANK_013,BANK_050,1571,0
TX_00001473,2024-01-12T10:16:00,ACC_000469,ACC_000208,2323.24,GBP,PAYMENT,0,Wire,BANK_021,BANK_032,2214,0
TX_00001474,2024-09-03T22:05:00,ACC_000378,ACC_000396,5637.93,EUR,TRANSFER,0,Cash,BANK_021,BANK_038,2602,0
TX_00001475,2024-02-20T09:12:00,ACC_000380,ACC_000367,8011.21,USD,PAYMENT,0,Cash,BANK_021,BANK_028,3340,0
TX_00001476,2024-03-07T10:33:00,ACC_000051,ACC_000291,9396.52,JPY,TRANSFER,0,Crypto,BANK_013,BANK_001,492,0
TX_00001477,2024-08-02T06:25:00,ACC_000104,ACC_000474,7482.33,GBP,TRANSFER,0,Check,BANK_001,BANK_013,3465,0
TX_00001478,2024-03-24T00:36:00,ACC_000105,ACC_000303,828.73,GBP,TRANSFER,0,Crypto,BANK_021,BANK_009,1770,0
TX_00001479,2024-08-08T08:01:00,ACC_000132,ACC_000396,3666.73,CHF,PAYMENT,0,ACH,BANK_011,BANK_004,3445,0
TX_00001480,2024-07-21T01:10:00,ACC_000148,ACC_000475,1395.37,CHF,TRANSFER,0,Check,BANK_026,BANK_036,2291,0
TX_00001481,2024-02-03T14:57:00,ACC_000050,ACC_000144,11531.0,JPY,CASH_IN,0,ACH,BANK_045,BANK_034,1374,0
TX_00001482,2024-05-23T18:23:00,ACC_000158,ACC_000357,1530.97,EUR,CASH_OUT,0,Check,BANK_045,BANK_010,1771,0
TX_00001483,2024-08-03T18:07:00,ACC_000395,ACC_000256,8810.58,CHF,CASH_OUT,0,Check,BANK_040,BANK_039,1665,0
TX_00001484,2024-12-10T01:01:00,ACC_000383,ACC_000463,775.96,CHF,CASH_OUT,0,Crypto,BANK_045,BANK_028,824,0
TX_00001485,2024-11-25T01:45:00,ACC_000006,ACC_000425,6665.27,GBP,DEBIT,0,Check,BANK_002,BANK_021,3281,0
TX_00001486,2024-08-23T06:36:00,ACC_000169,ACC_000262,4924.07,CHF,TRANSFER,0,ACH,BANK_013,BANK_003,1785,0
TX_00001487,2024-01-14T20:15:00,ACC_000266,ACC_000037,631.71,CHF,PAYMENT,0,Crypto,BANK_005,BANK_005,783,0
TX_00001488,2024-01-26T21:00:00,ACC_000430,ACC_000105,1265.95,CHF,PAYMENT,0,Wire,BANK_012,BANK_050,596,0
TX_00001489,2024-09-23T14:25:00,ACC_000288,ACC_000300,1997.41,CHF,DEBIT,0,Crypto,BANK_002,BANK_037,893,0
TX_00001490,2024-09-27T05:16:00,ACC_000331,ACC_000086,2352.08,JPY,CASH_IN,0,ACH,BANK_032,BANK_048,3167,0
TX_00001491,2024-06-17T21:11:00,ACC_000446,ACC_000189,9299.37,CHF,CASH_OUT,1,Crypto,BANK_018,BANK_036,2455,0
TX_00001492,2024-07-20T09:42:00,ACC_000344,ACC_000460,730.64,JPY,DEBIT,0,Cash,BANK_022,BANK_029,230,0
TX_00001493,2024-01-02T20:14:00,ACC_000458,ACC_000140,2167.8,CHF,TRANSFER,0,Check,BANK_010,BANK_001,2392,0
TX_00001494,2024-03-28T20:37:00,ACC_000242,ACC_000083,452.47,JPY,TRANSFER,0,Check,BANK_002,BANK_027,933,0
TX_00001495,2024-06-30T11:49:00,ACC_000146,ACC_000369,1674.57,GBP,DEBIT,0,Check,BANK_008,BANK_040,1822,0
TX_00001496,2024-03-31T15:12:00,ACC_000318,ACC_000272,9994.54,JPY,TRANSFER,1,Wire,BANK_031,BANK_023,869,0
TX_00001497,2024-07-03T19:24:00,ACC_000401,ACC_000398,1007.06,EUR,CASH_OUT,0,Check,BANK_040,BANK_023,2829,0
TX_00001498,2024-11-28T03:48:00,ACC_000196,ACC_000433,6395.45,EUR,PAYMENT,0,Wire,BANK_023,BANK_019,1920,1
TX_00001499,2024-09-24T12:00:00,ACC_000484,ACC_000262,1242.19,JPY,CASH_OUT,0,Wire,BANK_050,BANK_009,3585,0
TX_00001500,2024-04-14T12:18:00,ACC_000050,ACC_000269,9076.18,JPY,DEBIT,0,Crypto,BANK_008,BANK_021,177,0
TX_00001501,2024-11-17T22:11:00,ACC_000345,ACC_000143,690.85,CHF,CASH_OUT,0,ACH,BANK_033,BANK_018,836,1
TX_00001502,2024-06-29T03:58:00,ACC_000013,ACC_000443,2032.11,JPY,DEBIT,0,Cash,BANK_028,BANK_039,1230,0
TX_00001503,2024-02-10T13:35:00,ACC_000273,ACC_000441,1035.63,CHF,DEBIT,0,Crypto,BANK_030,BANK_025,1186,0
TX_00001504,2024-01-12T07:45:00,ACC_000004,ACC_000494,149.43,GBP,DEBIT,0,Crypto,BANK_026,BANK_007,2556,0
TX_00001505,2024-05-05T15:32:00,ACC_000350,ACC_000037,10091.06,GBP,DEBIT,1,Cash,BANK_002,BANK_042,2386,0
TX_00001506,2024-03-02T06:05:00,ACC_000225,ACC_000156,2291.65,GBP,CASH_OUT,0,Crypto,BANK_004,BANK_034,1439,0
TX_00001507,2024-10-25T08:35:00,ACC_000363,ACC_000120,3986.3,CHF,CASH_OUT,0,Crypto,BANK_022,BANK_002,2075,0
TX_00001508,2024-10-28T03:31:00,ACC_000409,ACC_000157,3351.34,GBP,DEBIT,0,Wire,BANK_046,BANK_047,1343,1
TX_00001509,2024-07-19T14:47:00,ACC_000452,ACC_000137,6333.8,EUR,DEBIT,0,Wire,BANK_035,BANK_031,2361,0
TX_00001510,2024-03-08T07:41:00,ACC_000470,ACC_000457,5472.2,GBP,CASH_OUT,0,Check,BANK_046,BANK_043,134,1
TX_00001511,2024-01-15T18:26:00,ACC_000141,ACC_000448,20075.79,GBP,DEBIT,0,Cash,BANK_045,BANK_035,115,0
TX_00001512,2024-08-12T11:27:00,ACC_000035,ACC_000101,2461.52,GBP,CASH_IN,0,Cash,BANK_047,BANK_040,2250,0
TX_00001513,2024-03-17T08:07:00,ACC_000372,ACC_000219,492.98,GBP,TRANSFER,0,Check,BANK_014,BANK_047,1104,0
TX_00001514,2024-08-17T11:55:00,ACC_000114,ACC_000346,10338.26,EUR,PAYMENT,0,Crypto,BANK_003,BANK_007,3199,0
TX_00001515,2024-05-16T02:41:00,ACC_000159,ACC_000294,3622.7,USD,TRANSFER,0,Crypto,BANK_026,BANK_010,1076,0
TX_00001516,2024-10-09T15:13:00,ACC_000252,ACC_000401,1875.14,USD,CASH_OUT,0,Check,BANK_045,BANK_002,3321,0
TX_00001517,2024-07-15T03:48:00,ACC_000082,ACC_000170,7941.45,JPY,DEBIT,0,Check,BANK_029,BANK_033,3206,0
TX_00001518,2024-11-15T04:01:00,ACC_000304,ACC_000268,3483.9,USD,TRANSFER,0,Check,BANK_005,BANK_001,492,0
TX_00001519,2024-02-10T21:53:00,ACC_000334,ACC_000123,1127.12,USD,TRANSFER,0,Wire,BANK_020,BANK_037,1328,0
TX_00001520,2024-11-06T01:21:00,ACC_000432,ACC_000237,8367.86,EUR,DEBIT,0,Wire,BANK_007,BANK_015,2003,0
